0,2167.37406866
1,1324.8668833
2,481.27817393
3,356.902915504
4,572.126188786
5,1006.8988313
6,1569.2913042
7,2186.84150044
8,2807.63626858
9,3394.9037932
10,3928.09511846
11,4395.31348061
12,4792.2327836
13,5121.01607544
14,5385.98945209
15,5590.39748552
16,5735.32169971
17,5813.19142669
18,5809.94685475
19,5698.54988414
20,5437.90260345
21,4968.52119338
22,4210.37287891
23,3062.87592937
24,2303.64609094
25,1063.13807862
26,468.299886092
27,348.250723612
28,556.984852978
29,982.023779618
30,1530.35644073
31,2131.68377716
32,2737.33720946
33,3310.54492225
34,3829.67643571
35,4284.99803396
36,4672.1836211
37,4993.39624508
38,5251.88047779
39,5450.88089127
40,5591.47900951
41,5668.26721254
42,5665.02264057
43,5556.87024197
44,5301.63058115
45,4844.14593496
46,4105.46505225
47,2986.08772637
48,2245.24379571
49,1036.09997894
50,457.484646235
51,339.598531716
52,542.925041152
53,957.148727933
54,1491.42157718
55,2078.68910178
56,2669.20119838
57,3227.26757531
58,3734.5023249
59,4177.92715932
60,4555.37903058
61,4867.93946266
62,5119.93455147
63,5314.60886896
64,5451.9624153
65,5526.58757032
66,5523.3429984
67,5417.35364772
68,5169.68465481
69,4723.01524846
70,4002.72027352
71,2911.46257131
72,2189.0045484
73,1010.14340326
74,445.587882384
75,330.946339825
76,529.946753319
77,933.355200228
78,1454.64976167
79,2026.77595045
80,2602.1467112
81,3147.23480031
82,3641.4912621
83,4073.01933266
84,4441.81901201
85,4746.80877613
86,4992.31472103
87,5181.58141867
88,5315.69039302
89,5388.15250007
90,5384.9079281
91,5282.16314939
92,5039.90177647
93,4605.12913394
94,3903.22006677
95,2837.91894023
96,2134.92834908
97,985.268351577
98,434.772642517
99,322.294147937
100,516.968465481
101,909.561672533
102,1417.87794615
103,1975.9443231
104,2537.25527202
105,3068.28354933
106,3549.56172326
107,3971.3560779
108,4330.4220414
109,4627.84113768
110,4866.85793859
111,5052.88006426
112,5182.66294266
113,5254.04352573
114,5250.79895377
115,5150.21722306
116,4914.44499402
117,4489.40606743
118,3804.80138405
119,2767.61988112
120,1600.65549983
121,738.680882689
122,325.538719894
123,242.261372944
124,387.185587119
125,682.441635394
126,1063.13807862
127,1481.68786135
128,1902.40069201
129,2301.48304296
130,2662.71205441
131,2978.51705847
132,3247.81653099
133,3470.61047225
134,3650.14345396
135,3789.66004821
136,3886.997207
137,3939.99188233
138,3937.82883438
139,3862.1221553
140,3685.83374552
141,3367.86569355
142,2854.14180002
143,2075.44452983
144,1707.72637445
145,788.430986058
146,347.169199626
147,257.402708754
148,413.142162794
149,727.865642823
150,1134.51866169
151,1581.18806808
152,2030.02052242
153,2455.05944906
154,2840.08198817
155,3177.51747196
156,3464.12132834
157,3702.05660536
158,3893.48635093
159,4041.65513707
160,4146.56296373
161,4202.802211
162,4200.63916304
163,4120.60638802
164,3965.94845797
165,3723.68708503
166,3271.61005875
167,2606.47280712
