0,2004
1,1225
2,445
3,330
4,529
5,931
6,1451
7,2022
8,2596
9,3139
10,3632
11,4064
12,4431
13,4735
14,4980
15,5169
16,5303
17,5375
18,5372
19,5269
20,5028
21,4594
22,3893
23,2832
24,2130
25,983
26,433
27,322
28,515
29,908
30,1415
31,1971
32,2531
33,3061
34,3541
35,3962
36,4320
37,4617
38,4856
39,5040
40,5170
41,5241
42,5238
43,5138
44,4902
45,4479
46,3796
47,2761
48,2076
49,958
50,423
51,314
52,502
53,885
54,1379
55,1922
56,2468
57,2984
58,3453
59,3863
60,4212
61,4501
62,4734
63,4914
64,5041
65,5110
66,5107
67,5009
68,4780
69,4367
70,3701
71,2692
72,2024
73,934
74,412
75,306
76,490
77,863
78,1345
79,1874
80,2406
81,2910
82,3367
83,3766
84,4107
85,4389
86,4616
87,4791
88,4915
89,4982
90,4979
91,4884
92,4660
93,4258
94,3609
95,2624
96,1974
97,911
98,402
99,298
100,478
101,841
102,1311
103,1827
104,2346
105,2837
106,3282
107,3672
108,4004
109,4279
110,4500
111,4672
112,4792
113,4858
114,4855
115,4762
116,4544
117,4151
118,3518
119,2559
120,1480
121,683
122,301
123,224
124,358
125,631
126,983
127,1370
128,1759
129,2128
130,2462
131,2754
132,3003
133,3209
134,3375
135,3504
136,3594
137,3643
138,3641
139,3571
140,3408
141,3114
142,2639
143,1919
144,1579
145,729
146,321
147,238
148,382
149,673
150,1049
151,1462
152,1877
153,2270
154,2626
155,2938
156,3203
157,3423
158,3600
159,3737
160,3834
161,3886
162,3884
163,3810
164,3667
165,3443
166,3025
167,2410
1,2008.62461538
2,1227.82692308
3,446.026923077
4,330.761538462
5,530.220769231
6,933.148461538
7,1454.34846154
8,2026.66615385
9,2601.99076923
10,3146.24384615
11,3640.38153846
12,4073.37846154
13,4441.22538462
14,4745.92692308
15,4991.49230769
16,5180.92846154
17,5315.23769231
18,5387.40384615
19,5384.39692308
20,5281.15923077
21,5039.60307692
22,4604.60153846
23,3901.98384615
24,2838.53538462
25,2134.91538462
26,985.268461538
27,433.999230769
28,322.743076923
29,516.188461538
30,910.095384615
31,1418.26538462
32,1975.54846154
33,2536.84076923
34,3068.06384615
35,3549.17153846
36,3971.14307692
37,4329.96923077
38,4627.65461538
39,4867.20615385
40,5051.63076923
41,5181.93076923
42,5253.09461538
43,5250.08769231
44,5149.85692308
45,4913.31230769
46,4489.33615385
47,3804.76
48,2767.37153846
49,2080.79076923
50,960.210769231
51,423.976153846
52,314.724615385
53,503.158461538
54,887.042307692
55,1382.18230769
56,1926.43538462
57,2473.69538462
58,2990.88615385
59,3460.96846154
60,3871.91461538
61,4221.72
62,4511.38692308
63,4744.92461538
64,4925.34
65,5052.63307692
66,5121.79230769
67,5118.78538462
68,5020.55923077
69,4791.03076923
70,4377.07769231
71,3709.54076923
72,2698.21230769
73,2028.67076923
74,936.155384615
75,412.950769231
76,306.706153846
77,491.130769231
78,864.991538462
79,1348.10384615
80,1878.32461538
81,2411.55230769
82,2916.71538462
83,3374.77
84,3774.69076923
85,4116.47769231
86,4399.12846154
87,4626.65230769
88,4802.05615385
89,4926.34230769
90,4993.49692308
91,4990.49
92,4895.27076923
93,4670.75384615
94,4267.82615385
95,3617.32846154
96,2630.05538462
97,1978.55538462
98,913.102307692
99,402.927692308
100,298.687692308
101,479.103076923
102,842.940769231
103,1314.02538462
104,1831.21615385
105,2351.41384615
106,2843.54692308
107,3289.57384615
108,3680.47384615
109,4013.24
110,4288.87461538
111,4510.38461538
112,4682.78153846
113,4803.05846154
114,4869.21076923
115,4866.20384615
116,4772.98923077
117,4554.48615385
118,4160.57923077
119,3526.11846154
120,2564.90538462
121,1483.41538462
122,684.576153846
123,301.694615385
124,224.516923077
125,358.826153846
126,632.456153846
127,985.268461538
128,1373.16153846
129,1763.05923077
130,2132.91076923
131,2467.68153846
132,2760.35538462
133,3009.93
134,3216.40538462
135,3382.78846154
136,3512.08615385
137,3602.29384615
138,3651.40692308
139,3649.40230769
140,3579.24076923
141,3415.86461538
142,3121.18615385
143,2645.09
144,1923.42846154
145,1582.64384615
146,730.682307692
147,321.740769231
148,238.549230769
149,382.881538462
150,674.553076923
151,1051.42076923
152,1465.37384615
153,1881.33153846
154,2275.23846154
155,2632.06
156,2944.78
157,3210.39153846
158,3430.89923077
159,3608.30769231
160,3745.62384615
161,3842.84769231
162,3894.96769231
163,3892.96307692
164,3818.79230769
165,3675.46230769
166,3450.94538462
167,3031.98076923
168,2415.56153846
1,2013.24923077
2,1230.65384615
3,447.053846154
4,331.523076923
5,531.441538462
6,935.296923077
7,1457.69692308
8,2031.33230769
9,2607.98153846
10,3153.48769231
11,3648.76307692
12,4082.75692308
13,4451.45076923
14,4756.85384615
15,5002.98461538
16,5192.85692308
17,5327.47538462
18,5399.80769231
19,5396.79384615
20,5293.31846154
21,5051.20615385
22,4615.20307692
23,3910.96769231
24,2845.07076923
25,2139.83076923
26,987.536923077
27,434.998461538
28,323.486153846
29,517.376923077
30,912.190769231
31,1421.53076923
32,1980.09692308
33,2542.68153846
34,3075.12769231
35,3557.34307692
36,3980.28615385
37,4339.93846154
38,4638.30923077
39,4878.41230769
40,5063.26153846
41,5193.86153846
42,5265.18923077
43,5262.17538462
44,5161.71384615
45,4924.62461538
46,4499.67230769
47,3813.52
48,2773.74307692
49,2085.58153846
50,962.421538462
51,424.952307692
52,315.449230769
53,504.316923077
54,889.084615385
55,1385.36461538
56,1930.87076923
57,2479.39076923
58,2997.77230769
59,3468.93692308
60,3880.82923077
61,4231.44
62,4521.77384615
63,4755.84923077
64,4936.68
65,5064.26615385
66,5133.58461538
67,5130.57076923
68,5032.11846154
69,4802.06153846
70,4387.15538462
71,3718.08153846
72,2704.42461538
73,2033.34153846
74,938.310769231
75,413.901538462
76,307.412307692
77,492.261538462
78,866.983076923
79,1351.20769231
80,1882.64923077
81,2417.10461538
82,2923.43076923
83,3382.54
84,3783.38153846
85,4125.95538462
86,4409.25692308
87,4637.30461538
88,4813.11230769
89,4937.68461538
90,5004.99384615
91,5001.98
92,4906.54153846
93,4681.50769231
94,4277.65230769
95,3625.65692308
96,2636.11076923
97,1983.11076923
98,915.204615385
99,403.855384615
100,299.375384615
101,480.206153846
102,844.881538462
103,1317.05076923
104,1835.43230769
105,2356.82769231
106,2850.09384615
107,3297.14769231
108,3688.94769231
109,4022.48
110,4298.74923077
111,4520.76923077
112,4693.56307692
113,4814.11692308
114,4880.42153846
115,4877.40769231
116,4783.97846154
117,4564.97230769
118,4170.15846154
119,3534.23692308
120,2570.81076923
121,1486.83076923
122,686.152307692
123,302.389230769
124,225.033846154
125,359.652307692
126,633.912307692
127,987.536923077
128,1376.32307692
129,1767.11846154
130,2137.82153846
131,2473.36307692
132,2766.71076923
133,3016.86
134,3223.81076923
135,3390.57692308
136,3520.17230769
137,3610.58769231
138,3659.81384615
139,3657.80461538
140,3587.48153846
141,3423.72923077
142,3128.37230769
143,2651.18
144,1927.85692308
145,1586.28769231
146,732.364615385
147,322.481538462
148,239.098461538
149,383.763076923
150,676.106153846
151,1053.84153846
152,1468.74769231
153,1885.66307692
154,2280.47692308
155,2638.12
156,2951.56
157,3217.78307692
158,3438.79846154
159,3616.61538462
160,3754.24769231
161,3851.69538462
162,3903.93538462
163,3901.92615385
164,3827.58461538
165,3683.92461538
166,3458.89076923
167,3038.96153846
168,2421.12307692
1,2017.87384615
2,1233.48076923
3,448.080769231
4,332.284615385
5,532.662307692
6,937.445384615
7,1461.04538462
8,2035.99846154
9,2613.97230769
10,3160.73153846
11,3657.14461538
12,4092.13538462
13,4461.67615385
14,4767.78076923
15,5014.47692308
16,5204.78538462
17,5339.71307692
18,5412.21153846
19,5409.19076923
20,5305.47769231
21,5062.80923077
22,4625.80461538
23,3919.95153846
24,2851.60615385
25,2144.74615385
26,989.805384615
27,435.997692308
28,324.229230769
29,518.565384615
30,914.286153846
31,1424.79615385
32,1984.64538462
33,2548.52230769
34,3082.19153846
35,3565.51461538
36,3989.42923077
37,4349.90769231
38,4648.96384615
39,4889.61846154
40,5074.89230769
41,5205.79230769
42,5277.28384615
43,5274.26307692
44,5173.57076923
45,4935.93692308
46,4510.00846154
47,3822.28
48,2780.11461538
49,2090.37230769
50,964.632307692
51,425.928461538
52,316.173846154
53,505.475384615
54,891.126923077
55,1388.54692308
56,1935.30615385
57,2485.08615385
58,3004.65846154
59,3476.90538462
60,3889.74384615
61,4241.16
62,4532.16076923
63,4766.77384615
64,4948.02
65,5075.89923077
66,5145.37692308
67,5142.35615385
68,5043.67769231
69,4813.09230769
70,4397.23307692
71,3726.62230769
72,2710.63692308
73,2038.01230769
74,940.466153846
75,414.852307692
76,308.118461538
77,493.392307692
78,868.974615385
79,1354.31153846
80,1886.97384615
81,2422.65692308
82,2930.14615385
83,3390.31
84,3792.07230769
85,4135.43307692
86,4419.38538462
87,4647.95692308
88,4824.16846154
89,4949.02692308
90,5016.49076923
91,5013.47
92,4917.81230769
93,4692.26153846
94,4287.47846154
95,3633.98538462
96,2642.16615385
97,1987.66615385
98,917.306923077
99,404.783076923
100,300.063076923
101,481.309230769
102,846.822307692
103,1320.07615385
104,1839.64846154
105,2362.24153846
106,2856.64076923
107,3304.72153846
108,3697.42153846
109,4031.72
110,4308.62384615
111,4531.15384615
112,4704.34461538
113,4825.17538462
114,4891.63230769
115,4888.61153846
116,4794.96769231
117,4575.45846154
118,4179.73769231
119,3542.35538462
120,2576.71615385
121,1490.24615385
122,687.728461538
123,303.083846154
124,225.550769231
125,360.478461538
126,635.368461538
127,989.805384615
128,1379.48461538
129,1771.17769231
130,2142.73230769
131,2479.04461538
132,2773.06615385
133,3023.79
134,3231.21615385
135,3398.36538462
136,3528.25846154
137,3618.88153846
138,3668.22076923
139,3666.20692308
140,3595.72230769
141,3431.59384615
142,3135.55846154
143,2657.27
144,1932.28538462
145,1589.93153846
146,734.046923077
147,323.222307692
148,239.647692308
149,384.644615385
150,677.659230769
151,1056.26230769
152,1472.12153846
153,1889.99461538
154,2285.71538462
155,2644.18
156,2958.34
157,3225.17461538
158,3446.69769231
159,3624.92307692
160,3762.87153846
161,3860.54307692
162,3912.90307692
163,3910.88923077
164,3836.37692308
165,3692.38692308
166,3466.83615385
167,3045.94230769
168,2426.68461538
1,2022.49846154
2,1236.30769231
3,449.107692308
4,333.046153846
5,533.883076923
6,939.593846154
7,1464.39384615
8,2040.66461538
9,2619.96307692
10,3167.97538462
11,3665.52615385
12,4101.51384615
13,4471.90153846
14,4778.70769231
15,5025.96923077
16,5216.71384615
17,5351.95076923
18,5424.61538462
19,5421.58769231
20,5317.63692308
21,5074.41230769
22,4636.40615385
23,3928.93538462
24,2858.14153846
25,2149.66153846
26,992.073846154
27,436.996923077
28,324.972307692
