0,2046.0078132
1,1250.67842874
2,454.328082276
3,336.917454274
4,540.088888818
5,950.515605842
6,1481.41583683
7,2064.38512891
8,2650.41730693
9,3204.79966352
10,3708.13392096
11,4149.18949747
12,4523.8825451
13,4834.25498782
14,5084.39067356
15,5277.35248828
16,5414.16139398
17,5487.67065671
18,5484.60777076
19,5379.44868654
20,5133.39684873
21,4690.29934827
22,3974.60499843
23,2891.36433485
24,2174.64902304
25,1003.60562894
26,442.076538483
27,328.749758412
28,525.795421062
29,927.03348024
30,1444.66120545
31,2012.3160678
32,2584.05477807
33,3125.16462887
34,3615.22638054
35,4045.05137523
36,4410.55576502
37,4713.78147387
38,4957.79138772
39,5145.64839252
40,5278.37345027
41,5350.86175105
42,5347.79886509
43,5245.70266683
44,5004.75563893
45,4572.88872028
46,3875.57168611
47,2818.87603407
48,2119.51707597
49,978.081579373
50,431.866918659
51,320.582062551
52,512.522915285
53,903.551354639
54,1407.90657406
55,1962.28893065
56,2519.73417318
57,3046.5505562
58,3525.38172607
59,3943.97613895
60,4300.2918709
61,4595.3498839
62,4833.23402585
63,5017.0071827
64,5146.66935452
65,5217.11573131
66,5214.05284538
67,5113.99857107
68,4880.19827703
69,4458.54097821
70,3778.58029777
71,2748.42965727
72,2066.42705287
73,953.578491791
74,420.636336851
75,312.414366689
76,500.271371497
77,881.090191021
78,1373.19386666
79,1913.28275548
80,2456.43453024
81,2970.9993695
82,3437.57899557
83,3844.94282664
84,4193.09086273
85,4481.00214182
86,4712.76051188
87,4891.42885886
88,5018.0281447
89,5086.43259754
90,5083.36971158
91,4986.37832324
92,4757.68283912
93,4347.2561221
94,3684.65179536
95,2679.00424247
96,2015.37895374
97,930.096366189
98,410.426717023
99,304.246670829
100,488.019827703
101,858.629027405
102,1338.48115925
103,1865.29754228
104,2395.17681128
105,2896.46914478
106,3350.79722704
107,3748.97240025
108,4087.9317785
109,4368.69632374
110,4594.32892188
111,4769.93438289
112,4892.44982084
113,4959.83331167
114,4956.77042574
115,4861.82096134
116,4639.25124912
117,4238.01318997
118,3591.74425496
119,2612.6417136
120,1511.0237343
121,697.317034146
122,307.309556775
123,228.695484112
124,365.504389787
125,644.227011048
126,1003.60562894
127,1398.71791622
128,1795.87212747
129,2172.60709907
130,2513.60840126
131,2811.72930022
132,3065.94883386
133,3276.2670023
134,3445.74669141
135,3577.45078719
136,3669.33736561
137,3719.36450279
138,3717.32257882
139,3645.85524002
140,3479.43843685
141,3179.27561396
142,2694.31867221
143,1959.2260447
144,1612.09897059
145,744.281285347
146,327.72879643
147,242.988951869
148,390.007477372
149,687.10741432
150,1070.98911979
151,1492.64641863
152,1916.34564142
153,2317.58370061
154,2681.04616643
155,2999.586305
156,3270.14123042
157,3494.75286659
158,3675.46313753
159,3815.33492915
160,3914.36824146
161,3967.45826455
162,3965.41634058
163,3889.86515388
164,3743.86759034
165,3515.17210624
166,3088.4099975
167,2460.51837817
